X;Y;cleabs;nature;nom_collaboratif_gauche;nom_collaboratif_droite;importance;fictif;position_par_rapport_au_sol;etat_de_l_objet;date_creation;date_modification;date_d_apparition;date_de_confirmation;sources;identifiants_sources;methode_d_acquisition_planimetrique;precision_planimetrique;methode_d_acquisition_altimetrique;precision_altimetrique;nombre_de_voies;largeur_de_chaussee;itineraire_vert;prive;sens_de_circulation;reserve_aux_bus;urbain;vitesse_moyenne_vl;acces_vehicule_leger;acces_pieton;periode_de_fermeture;nature_de_la_restriction;restriction_de_hauteur;restriction_de_poids_total;restriction_de_poids_par_essieu;restriction_de_largeur;restriction_de_longueur;matieres_dangereuses_interdites;borne_debut_gauche;borne_debut_droite;borne_fin_gauche;borne_fin_droite;insee_commune_gauche;insee_commune_droite;alias_gauche;alias_droit;date_de_mise_en_service;identifiant_voie_1_gauche;identifiant_voie_1_droie;liens_vers_route_nommee;liens_vers_itineraire_autre;cpx_numero;cpx_numero_route_europeenne;cpx_classement_administratif;cpx_gestionnaire;cpx_toponyme_route_nommee;cpx_toponyme_itineraire_cyclable;cpx_toponyme_voie_verte;cpx_nature_itineraire_autre;cpx_toponyme_itineraire_autre;delestage;source_voie_ban_gauche;source_voie_ban_droite;nom_voie_ban_gauche;nom_voie_ban_droite;lieux_dits_ban_gauche;lieux_dits_ban_droite;identifiant_voie_ban_gauche;identifiant_voie_ban_droite;sens_amenagement_cyclable_gauche;sens_amenagement_cyclable_droit;amenagement_cyclable_gauche;amenagement_cyclable_droit;aire_de_retournement_dfci;gabarit_dfci;impasse_dfci;nature_detaillee_dfci;ouvrage_d_art_limitant_dfci;pente_maximale_dfci;piste_dfci;piste_dfci_debroussaillee;piste_dfci_fosses;sens_de_circulation_dfci;tout_terrain_dfci;vitesse_moyenne_dfci;zone_de_croisement_dfci
2.16852095088655;48.6828818123491;way/455494472;Sentier;Allée du Gâtinais;Allée du Gâtinais;"6";Faux;"0";En service;;2019-10-15T18:18:26Z;;2019-10-15;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16826899645162;48.6858054119756;way/90850442;Chemin;;;"6";Faux;"0";En service;;2016-04-24T10:20:55Z;;2016-04-24;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1682323;48.6861565498578;way/90850445;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:30:12Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1682021;48.685358949771;way/90850446;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16818975622392;48.685764415025;way/90850436;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:30:41Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16812945270807;48.6849810987177;way/90850456;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16817178789295;48.6840107645067;way/90850453;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16807161962743;48.6836626471901;way/219444551;Chemin;;;"6";Faux;"0";En service;;2019-08-21T19:25:49Z;;2019-08-21;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16804531900332;48.6835337659674;way/89444367;Chemin;;;"6";Faux;"0";En service;;2018-09-29T22:44:22Z;;2018-09-29;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16810025;48.6851048497706;way/90850441;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:11Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16799742907253;48.6864045882826;way/90850439;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:32:03Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16800094461988;48.6857044878945;way/90850455;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:32:07Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16789490751365;48.6862673215224;way/90850438;Chemin;;;"6";Faux;"0";En service;;2016-04-24T10:20:54Z;;2016-04-24;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1678875803055;48.6859611303648;way/90850462;Chemin;;;"6";Faux;"0";En service;;2017-11-05T10:13:59Z;;2017-11-05;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16791455;48.6853790997828;way/90850469;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:13Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16793848810634;48.6854137370526;way/90850461;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:30:31Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16789466910286;48.6847724421522;way/90850454;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16801902449477;48.6847834021258;way/90850447;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16797185;48.6830618005081;way/716832297;Route à 1 chaussée;;;"5";Faux;"0";En service;;2019-08-21T19:25:49Z;;2019-08-21;;;;;;;"0";;Faux;Faux;Double sens;;;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16788038783027;48.6848906324739;way/90850437;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:11Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16783977849532;48.684198518047;way/90850468;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16783792195443;48.6855763167497;way/90850465;Chemin;;;"6";Faux;"0";En service;;2013-09-02T00:31:41Z;;2013-09-02;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16785491135402;48.6853284812471;way/90850459;Chemin;;;"6";Faux;"0";En service;;2017-10-23T14:56:12Z;;2017-10-23;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16776435;48.6860237997703;way/435976825;Chemin;;;"6";Faux;"0";En service;;2024-02-13T09:29:22Z;;2024-02-13;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16756990734897;48.6861305525696;way/412149270;Route à 1 chaussée;Rue des Bergères;Rue des Bergères;"5";Faux;"0";En service;;2025-09-07T16:10:22Z;;2025-09-07;;;;;;;"0";;Faux;Faux;Double sens;;Vrai;;Libre;Libre;;;"4.1";;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1675506;48.6860335497706;way/435976826;Chemin;Passerelle du Soleil;Passerelle du Soleil;"6";Faux;"1";En service;;2017-11-05T10:13:59Z;;2017-11-05;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16968887303797;48.6855081553592;way/416897366;Route à 1 chaussée;;;"5";Faux;"0";En service;;2016-05-10T08:51:36Z;;2016-05-10;;;;;;;"0";;Faux;Faux;Double sens;;;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16967780026909;48.686074201346;way/438287629;Sentier;;;"6";Faux;"0";En service;;2016-08-21T15:10:45Z;;2016-08-21;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16963380910093;48.6860894764522;way/438287628;Sentier;;;"6";Faux;"0";En service;;2016-08-21T15:10:45Z;;2016-08-21;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1696228;48.6860776997702;way/438287627;Sentier;;;"6";Faux;"0";En service;;2016-08-21T15:10:45Z;;2016-08-21;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16956196326285;48.6861159081814;way/241395474;Escalier;;;"6";Faux;"0";En service;;2022-08-06T11:23:55Z;;2022-08-06;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16954865848778;48.6860556255501;way/241395473;Escalier;;;"6";Faux;"0";En service;;2022-08-06T11:23:55Z;;2022-08-06;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Physiquement impossible;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1695508605064;48.6851345502679;way/241395468;Route à 1 chaussée;Avenue des Champs Lasniers;Avenue des Champs Lasniers;"5";Faux;"0";En service;;2019-08-21T19:25:49Z;;2019-08-21;;;;;;;"0";;Faux;Faux;Double sens;;Vrai;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1694731;48.6851663498823;way/716832293;Route à 1 chaussée;;;"5";Faux;"0";En service;;2019-08-21T19:25:49Z;;2019-08-21;;;;;;;"0";;Faux;Faux;Double sens;;;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.1695251;48.6857187997704;way/417402484;Chemin;;;"6";Faux;"0";En service;;2016-05-11T22:16:21Z;;2016-05-11;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16945805;48.6861110497727;way/241395471;Chemin;;;"6";Faux;"0";En service;;2013-10-10T00:16:43Z;;2013-10-10;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16945365;48.6860770497734;way/241395470;Chemin;;;"6";Faux;"0";En service;;2013-10-10T00:16:43Z;;2013-10-10;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16931471867938;48.6828996009357;way/412077327;Route à 1 chaussée;;;"5";Faux;"0";En service;;2026-02-02T18:08:48Z;;2026-02-02;;;;;;;"0";;Faux;Faux;Sens direct;;;;Libre;Libre;;;;"3.5";;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16922263628475;48.6844528761868;way/575784021;Chemin;;;"6";Faux;"0";En service;;2018-04-03T04:41:07Z;;2018-04-03;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16928688090993;48.6835959673876;way/1385630293;Chemin;;;"6";Faux;"0";En service;;2025-05-11T18:03:02Z;;2025-05-11;;;;;;;Sans objet;;Faux;Faux;Sans objet;;;;Libre;Libre;;Aménagement mixte hors voie verte;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16926614686261;48.6851766668431;way/716832291;Route à 1 chaussée;;;"5";Faux;"0";En service;;2022-08-06T11:24:43Z;;2022-08-06;;;;;;;"0";;Faux;Faux;Double sens;;;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16930025;48.6851749498821;way/716832292;Route à 1 chaussée;;;"5";Faux;"0";En service;;2019-08-21T19:25:49Z;;2019-08-21;;;;;;;"0";;Faux;Faux;Double sens;;;;Libre;Libre;;;;;;;;Faux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
