COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
Île-de-France;;osm-roads-1361272;Routes (schéma IGN Bd Topo 08/2023) de Île-de-France (OpenStreetMap);"Filaire de voirie issus d'OpenStreetMap (highway=*)";Transports;OpenStreetMap;;Infracommunale;Île-de-France;2008-01-01;2026-03-25;;Ponctuelle;2026-03-25;"scdl;transports;routes;voirie";Open Database License-ODBL;1;csv;http://geodatamine.fr:28111/data/roads/1361272?format=csv&aspoint=true&metadata=true
